"event_name,""date_time"",""address"",""price"""
"Fiësta,""Zaterdag   1 juli 201723:00 - 05:00"",""Club Vie   ...Maasboulevard 300Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Latinxpress,""Zaterdag   1 juli 201723:00 - 03:30"",""Grounds   ...Pieter de Hoochweg 125Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. fee"""
"Festa de 30+,""Zaterdag   1 juli 201723:30 - 05:30"",""Maassilo   ...Maashaven Zuidzijde 1-2Rotterdam NLRoute via Google maps"",""Voorverkoop: 30,00 excl. fee"""
"Kizomba Colors Unified Edition,""Zaterdag   1 juli 201723:00 - 05:00"",""Salsability   ...Delftseplein 36Rotterdam NLRoute via Google maps"",""Voorverkoop: 12,50 excl. feeDeur:  15,00"""
"Toffler presents Tahko, Vntm,""Zaterdag   1 juli 201723:00 - 06:00"",""Toffler   ...Weena Zuid 33Rotterdam NLRoute via Google maps"",""Deur:  10,00"""
"Villa Night Club,""Zaterdag   1 juli 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"Sunset Ibiza White - Bday Bash L'Algerino,""Zondag     2 juli 201723:00 - 05:00"",""Club Vie   ...Maasboulevard 300Rotterdam NLRoute via Google maps"",""Dresscode:White Organisatie:Showtimegroup"""
"Salsa Cafe Diner Party,""Zondag     2 juli 201717:30 - 23:00"",""Partycentrum Het Boegbeeld   ...Schiehaven 15Rotterdam NLRoute via Google maps"",""Voorverkoop: 15,00 excl. fee"""
"Bella Monday,""Maandag    3 juli 201723:00 - 05:00"",""BLU Rotterdam   ...Prins Alexanderlaan 37Rotterdam NLRoute via Google maps"",""Voorverkoop: 12,50  excl. feeKoop tickets:  """
"La Mixta (Welcome Back Dj Tinta),""Donderdag  6 juli 201718:00 - 01:00"",""Coconuts   ...Stadhuisplein 19Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"Boogieball - Official North Sea Jazz Afterparty,""Vrijdag    7 juli 201723:00"",""BIRD   ...Raampoortstraat 24/26/28Rotterdam NLRoute via Google maps"",""Voorverkoop: 15,00 excl. feeDeur:  17,50"""
"Blu presents Booba,""Vrijdag    7 juli 201723:00 - 06:00"",""BLU Rotterdam   ...Prins Alexanderlaan 37Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"North Sea Jazz Jam Party,""Vrijdag    7 juli 201722:30"",""HAL4.1   ...Watertorenweg 200Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Meisjes Blijven Meisjes Indoor Festival,""Vrijdag    7 juli 201723:00 - 06:00"",""Maassilo   ...Maashaven Zuidzijde 1-2Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Toffler presents Remco Beekwilder,""Vrijdag    7 juli 201723:00 - 06:00"",""Toffler   ...Weena Zuid 33Rotterdam NLRoute via Google maps"",""Deur:  10,00"""
"Fame! Club Villa Thalia,""Vrijdag    7 juli 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Dope Boys ??  ??,""Vrijdag    7 juli 201723:00 - 05:00"",""Worm   ...Boomgaardsstraat 71Rotterdam NLRoute via Google maps"",""Deur:  10,00"""
"Boogieball - Official North Sea Jazz Afterparty,""Zaterdag   8 juli 201723:00"",""BIRD   ...Raampoortstraat 24/26/28Rotterdam NLRoute via Google maps"",""Voorverkoop: 15,00 excl. feeDeur:  17,50"""
"Champs,""Zaterdag   8 juli 201723:00 - 06:00"",""BLU Rotterdam   ...Prins Alexanderlaan 37Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"C'est La Ladies Night,""Zaterdag   8 juli 201723:00 - 05:00"",""Club Vie   ...Maasboulevard 300Rotterdam NLRoute via Google maps"",""Voorverkoop: 15,00 excl. feeMeer aan de deur"""
"The Cuckoo’s Nest presents Mr. Belt & Wezol All Nighter,""Zaterdag   8 juli 201723:00 - 05:00"",""Toffler   ...Weena Zuid 33Rotterdam NLRoute via Google maps"",""Voorverkoop: 7,00 excl. fee"""
"Champion Body Part (2) The Final,""Zaterdag   8 juli 201722:00 - 05:00"",""Worm   ...Boomgaardsstraat 71Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"Showtime - Marwa Loud - Sael,""Zondag     9 juli 201723:00 - 05:00"",""Club Vie   ...Maasboulevard 300Rotterdam NLRoute via Google maps"",""Deur:  10,00Koop tickets:  """
"Straf_werk Festival Sessions: Rotterdam,""Zondag     9 juli 201715:00 - 23:00"",""the Suicide Club   ...Stationsplein 45Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. fee"""
"Adora,""Zondag     9 juli 201723:00 - 05:00"",""The VIP room   ...Stadhuisplein 39Rotterdam NLRoute via Google maps"",""Deur:  10,00"""
"Afro Nation,""Maandag    10 juli 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. feeDeur:  15,00"""
"Dikke Vissa,""Dinsdag    11 juli 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Voorverkoop: 12,50  excl. feeKoop tickets:  """
"DJOON meets BIRD: K15 & Afshin,""Vrijdag    14 juli 201723:00 - 05:00"",""BIRD   ...Raampoortstraat 24/26/28Rotterdam NLRoute via Google maps"",""Voorverkoop: 6,00 excl. feeDeur:   9,00"""
"Bonsoir - Kaaris Et Team Wilde Westen,""Vrijdag    14 juli 201723:00 - 06:00"",""BLU Rotterdam   ...Prins Alexanderlaan 37Rotterdam NLRoute via Google maps"",""Voorverkoop: 15,00  excl. feeKoop tickets:  """
"Borrel - Roog & Erick E,""Vrijdag    14 juli 201722:00 - 03:00"",""Cornelis   ...Stadhuisplein 3Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00Deur:  10,00"""
"Salsa Aan de Haven,""Vrijdag    14 juli 201721:30 - 01:30"",""Lantaren / Venster   ...Otto Reuchlinweg 996Rotterdam NLRoute via Google maps"",""Voorverkoop: 5,00 excl. feeDeur:   5,00"""
"Lvibes presents 2nd Edition Of Goodvibes,""Vrijdag    14 juli 201723:00 - 06:00"",""Toffler   ...Weena Zuid 33Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. fee"""
"By Diaz & Bruno,""Vrijdag    14 juli 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Voorverkoop: 12,50  excl. feeKoop tickets:  """
"x Djoko x Ben,""Zaterdag   15 juli 201723:00 - 05:00"",""BAR   ...Schiekade 201Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"Expedition Festival 2017,""Zaterdag   15 juli 201713:00 - 23:00"",""Kralingse Bos   ...Langepad 1Rotterdam NLRoute via Google maps"",""Voorverkoop: 39,00 excl. feeDeur:  44,00"""
"Niko.,""Zaterdag   15 juli 201723:00 - 05:00"",""Superdisco   ...Schiedamse Vest 91-93Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. fee"""
"Ravage #5 Summer Heat Gay friendly,""Zaterdag   15 juli 201721:00 - 05:00"",""The Moods Bar   ...'s-Gravendijkwal 92Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. feeDeur:  10,00"""
"Woest & Wild x Boef Part 2.0,""Donderdag  20 juli 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Leeftijd: 17+Dresscode:Inspiratie voor jouw party outfit"""
"The Black Disco Reboot - Tropical Edition,""Vrijdag    21 juli 201723:00 - 02:00"",""BIRD   ...Raampoortstraat 24/26/28Rotterdam NLRoute via Google maps"",""Deur:   5,00"""
"Don James Bday Bash,""Vrijdag    21 juli 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Pantropical: Conjunto Contratempo  Celeste/mariposa  and More,""Vrijdag    21 juli 201723:00 - 05:00"",""Worm   ...Boomgaardsstraat 71Rotterdam NLRoute via Google maps"",""Voorverkoop: 7,00 excl. feeDeur:   8,00"""
"Faces,""Zaterdag   22 juli 201723:00 - 05:00"",""BAR   ...Schiekade 201Rotterdam NLRoute via Google maps"",""Deur:  10,00"""
"Chicken Wings  5 Years,""Zaterdag   22 juli 201722:00 - 05:00"",""BIRD   ...Raampoortstraat 24/26/28Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"Latin Lovers,""Zaterdag   22 juli 201723:00 - 05:00"",""Club Vie   ...Maasboulevard 300Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00  excl. feeKoop tickets:  """
"Triangle Outdoor Festival 2017,""Zaterdag   22 juli 201712:00 - 23:00"",""Sidelingepark   ...SidelingeparkRotterdam NLRoute via Google maps"",""Voorverkoop: 25,50  excl. feeKoop tickets:  """
"Rotterdam Carnival Nights Jump In,""Donderdag  27 juli 201723:00 - 05:00"",""BLU Rotterdam   ...Prins Alexanderlaan 37Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"On Mute - Rotterdam Carnival Silent Party,""Donderdag  27 juli 201716:30 - 22:30"",""Club Empire   ...Grote Kerkplein 70Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"Bar presents Love On The Rocks,""Vrijdag    28 juli 201723:00 - 05:00"",""BAR   ...Schiekade 201Rotterdam NLRoute via Google maps"",""Deur:  10,00"""
"Transistor Rhythm,""Vrijdag    28 juli 201723:00 - 04:00"",""BIRD   ...Raampoortstraat 24/26/28Rotterdam NLRoute via Google maps"",""Voorverkoop: 6,00 excl. feeDeur:   9,00"""
"Bunda's Only! Hosted by: Blac Chyna,""Vrijdag    28 juli 201723:00 - 06:00"",""BLU Rotterdam   ...Prins Alexanderlaan 37Rotterdam NLRoute via Google maps"",""Voorverkoop: 5,00  excl. feeDeur:  30,00Koop tickets:  """
"On Mute - Rotterdam Carnival Silent Party,""Vrijdag    28 juli 201717:00 - 22:30"",""Club Empire   ...Grote Kerkplein 70Rotterdam NLRoute via Google maps"",""Voorverkoop: 20,00 excl. feeDeur:  25,00"""
"Pure Soca 100% Soca,""Vrijdag    28 juli 201723:00 - 05:00"",""Club Laxx   ...Mauritsweg 46Rotterdam NLRoute via Google maps"",""Voorverkoop: 15,00 excl. feeDeur:  20,00"""
"Zomercarnaval -OFFICIAL- Pre-Party,""Vrijdag    28 juli 201723:00 - 05:00"",""Maassilo   ...Maashaven Zuidzijde 1-2Rotterdam NLRoute via Google maps"",""Voorverkoop: 15,00 excl. feeMeer aan de deur"""
"Extasea - The Annual Rotterdam Carnival Boat Fete,""Vrijdag    28 juli 201719:00 - 00:00"",""Partyschip De AmelandParkhaven 20Rotterdam NLRoute via Google maps"",""Voorverkoop: 25,00 excl. fee"""
"Tropival "" La Vida Es Un Carnaval"",""Vrijdag    28 juli 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00  excl. feeKoop tickets:  """
"Manteca - Zomercarnaval Afterparty,""Zaterdag   29 juli 201722:00 - 05:00"",""BIRD   ...Raampoortstraat 24/26/28Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. feeDeur:  15,00"""
"Zomercarnaval Straatparade 2017,""Zaterdag   29 juli 201713:00 - 18:00"",""BlaakBlaakRotterdam NLRoute via Google maps"",""Caribbean"""
"After Sunset- F1rstman B-Day Bash,""Zaterdag   29 juli 201723:00 - 06:00"",""BLU Rotterdam   ...Prins Alexanderlaan 37Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Jollove - Carnival Jump-Off,""Zaterdag   29 juli 201722:00"",""My Kech   ...Delftsestraat 21 – 23Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Fusion - Summer Carnival Afterparty,""Zaterdag   29 juli 201723:00 - 06:00"",""WTC Rotterdam   ...Beursplein 37Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Ultimate Wine - Rotterdam Carnival Final Party,""Zondag     30 juli 201723:00 - 05:00"",""Club Empire   ...Grote Kerkplein 70Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. feeDeur:  15,00"""
"Reggae Rotterdam,""Zondag     30 juli 201713:00 - 23:00"",""Euromastpark   ...Westzeedijk 302Rotterdam NLRoute via Google maps"",""Reggae"""
"Cuba Libre 2017,""Zondag     30 juli 201723:00"",""tbaRotterdam NL"",""Koop tickets:  """
"Island Life Festival,""Zondag     30 juli 201714:30 - 22:30"",""Zuiderpark   ...ZuiderparkwegRotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw festival outfit"""
"Crazy Sexy Cool ‘Magic Circus’ Festival 2017,""Zaterdag   5 augustus 201712:00 - 23:00"",""Zuiderpark   ...ZuiderparkwegRotterdam NLRoute via Google maps"",""Voorverkoop: 17,50  excl. feeKoop tickets:  """
"Don Carlos,""Woensdag   9 augustus 201719:00 - 23:00"",""Annabel   ...Schiestraat 20Rotterdam NLRoute via Google maps"",""Voorverkoop: 20,00 excl. fee"""
"Latin Rituals,""Vrijdag    11 augustus 201723:00 - 05:00"",""Club Vie   ...Maasboulevard 300Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Dance Parade 2017 - Everybody In The Street,""Zaterdag   12 augustus 201712:00 - 23:59"",""BinnenstadRotterdam NL"",""Dresscode:Inspiratie voor jouw party outfit"""
"Séduisant 2 Year Anniversary,""Zaterdag   12 augustus 201723:00 - 05:00"",""Club Vie   ...Maasboulevard 300Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"Blijdorp Festival,""Zaterdag   12 augustus 201713:00 - 23:00"",""Roel Langerakpark   ...Roel LangerakwegRotterdam NLRoute via Google maps"",""Voorverkoop: 32,00 excl. fee"""
"Zomerparkfeest 2017 - donderdag,""Donderdag  17 augustus 201718:00"",""Julianapark   ...Deken van Oppensingel 1Venlo NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw festival outfit"""
"Mystery Glasses Bday Bash,""Vrijdag    18 augustus 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00  excl. feeMeer aan de deurKoop tickets:  """
"Rotterdam Rave Festival 2017,""Zaterdag   19 augustus 201712:00 - 23:00"",""Lloyd Multiplein   ...Schiehaven 5Rotterdam NLRoute via Google maps"",""Voorverkoop: 34,00  excl. feeKoop tickets:  """
"The Wailers,""Dinsdag    22 augustus 201719:00 - 23:00"",""Annabel   ...Schiestraat 20Rotterdam NLRoute via Google maps"",""Voorverkoop: 26,00 excl. fee"""
"Woest & Wild,""Donderdag  24 augustus 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Leeftijd: 17+Dresscode:Inspiratie voor jouw party outfit"""
"Wetland Festival #2017; Journey To The Lost Empire,""Zaterdag   26 augustus 2017"",""tbaRotterdam NL"",""Dresscode:Inspiratie voor jouw party outfit"""
"Vrije Volk Festival   2017,""Zaterdag   26 augustus 201713:00 - 23:00"",""Vroesenpark   ...VroeselaanRotterdam NLRoute via Google maps"",""Voorverkoop: 28,95 excl. fee"""
"The Upper Room,""Vrijdag    1 september 201723:00"",""On club lounge   ...Grote kerkplein 70Rotterdam NLRoute via Google maps"",""Voorverkoop: 7,00 excl. fee"""
"Adrenalina,""Zaterdag   2 september 201723:00"",""BLU Rotterdam   ...Prins Alexanderlaan 37Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Borgoe -Meets- Parbo Indoor Festival,""Zaterdag   2 september 201723:00 - 05:00"",""Maassilo   ...Maashaven Zuidzijde 1-2Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Sunglow Festival 2017,""Zaterdag   9 september 201713:00 - 23:00"",""Recreatiegebied Binnenmaas   ...Vrouwehuisjesweg 7aMijnsheerenland NLRoute via Google maps"",""Voorverkoop: 17,50  excl. feeKoop tickets:  """
"Afrojack Birthday: No Place Like Home,""Zaterdag   9 september 201722:00 - 05:00"",""Ahoy   ...Ahoyweg 10Rotterdam NLRoute via Google maps"",""Voorverkoop: 45,00 excl. fee"""
"Salsa Aan de Haven - My Own Summer,""Zaterdag   9 september 201722:00 - 04:00"",""de Doelen   ...Schouwburgplein 50Rotterdam NLRoute via Google maps"",""Voorverkoop: 13,00 excl. feeDeur:  16,00"""
"Fiesta Macumba,""Zaterdag   16 september 201723:55 - 05:00"",""Annabel   ...Schiestraat 20Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. feeDeur:  15,00"""
"Eyebrowfestival 2017,""21 september 2017 / 09:00 (do) T/M23 september 2017 / 00:00 (za)"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"We Love Disco,""Vrijdag    22 september 201718:00 - 01:00"",""Ahoy   ...Ahoyweg 10Rotterdam NLRoute via Google maps"",""Voorverkoop: 32,50  excl. feeKoop tickets:  """
"The Scenario  Vol. 27,""Zaterdag   23 september 201723:00 - 05:00"",""BIRD   ...Raampoortstraat 24/26/28Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"Visual,""Zaterdag   23 september 201723:00 - 07:00"",""Factory 010   ...Maashaven ZZ 1-2Rotterdam NLRoute via Google maps"",""Leeftijd: 18+Dresscode:Inspiratie voor jouw party outfit"""
"Meridian Brothers,""Zaterdag   23 september 201721:00 - 23:59"",""Grounds   ...Pieter de Hoochweg 125Rotterdam NLRoute via Google maps"",""Salsa,  Cumbia"""
"We All Love 80's 90's 00's,""Zaterdag   23 september 201722:00 - 04:00"",""HAL4.1   ...Watertorenweg 200Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. fee"""
"Cocktail Fest - The Second Edition,""Zaterdag   23 september 201722:00 - 06:00"",""Maassilo   ...Maashaven Zuidzijde 1-2Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit"""
"Suits,""Zondag     24 september 201723:00 - 05:00"",""Villa Thalia   ...Kruiskade 31Rotterdam NLRoute via Google maps"",""Voorverkoop: 10,00 excl. feeDeur:  15,00"""
"Dax J - All Night Long,""Vrijdag    29 september 201723:00 - 07:00"",""Factory 010   ...Maashaven ZZ 1-2Rotterdam NLRoute via Google maps"",""Koop tickets:  """
"Grotesque Back 2 Back Edition,""Zaterdag   30 september 201722:00 - 05:00"",""Factory 010   ...Maashaven ZZ 1-2Rotterdam NLRoute via Google maps"",""Dresscode:Inspiratie voor jouw party outfit Organisatie:PT Events"""
"Elrow Rotterdam - Psychedelic Trip,""Zaterdag   30 september 201723:00 - 07:00"",""Maassilo   ...Maashaven Zuidzijde 1-2Rotterdam NLRoute via Google maps"",""Leeftijd: 18+Dresscode:Inspiratie voor jouw party outfit Organisatie:Toffler"""
